Generation,Reward,Best Controller Weights,Best Structure,Best Fitness,Mean Fitness,Std Fitness,Execution Time
54,2.029768229851782,"[array([[-1.22888196,  1.83745179,  1.15256188, ...,  0.52455792,
        -0.92478508,  1.08653931],
       [ 2.0271542 , -1.83417314,  0.44993872, ..., -2.2165804 ,
        -0.67253358, -0.16706994],
       [ 1.10326184, -2.03235494,  0.75852046, ...,  2.64574729,
         1.43400151, -2.55058712],
       ...,
       [ 0.49596464, -0.56091519, -0.59849164, ..., -0.2757511 ,
        -1.03844736,  0.92860271],
       [-1.05768654, -2.32640969, -0.42412055, ...,  0.25171605,
         1.13376597,  1.6729916 ],
       [-0.08224285,  0.32287211, -1.62012968, ...,  1.10260954,
        -0.19115197, -0.61805178]]), array([ 1.96332498, -0.06401918,  0.37424837,  0.81690243, -0.73713065,
        0.44051648,  0.62226842, -0.85546805,  0.24772403, -0.80938612,
       -0.53310513,  0.09356101, -0.65453531, -0.78927044, -1.67890525,
        1.45308311]), array([[-1.87233988,  1.09697184,  0.9564625 , -2.12268038,  0.75606051,
         0.78543052,  0.36474866, -1.25830713, -0.62883325,  1.12682689,
        -1.99485877,  2.23833776,  1.7699463 , -0.13850797, -0.92943531,
         0.96952957],
       [ 0.3671192 , -0.13581098,  1.3138198 ,  0.7598316 ,  1.52035816,
         1.2074905 ,  2.41603159,  0.69747353, -0.37653869, -0.51272115,
         1.15207589,  1.0277243 , -0.43689834, -1.11654218,  1.15794514,
         0.71311133],
       [ 3.83297778, -0.12152033, -1.26307794,  0.78098083, -2.08925007,
         0.75152364,  1.16423158,  0.11072247,  0.04360262, -0.65493546,
         0.5029307 ,  0.81388643,  0.55053885,  1.7225203 ,  0.1177037 ,
        -0.9863222 ],
       [ 0.09796381, -0.23280473, -0.26792485, -0.26588261, -2.38189966,
         0.09232605, -2.1740119 ,  0.87280753, -0.02844562,  0.80084687,
        -1.8059925 ,  0.87224139, -0.49424467, -2.17102538,  0.21362634,
        -0.3075608 ],
       [-0.73620078,  1.52617908, -0.5320424 ,  0.16823993, -0.59755862,
         0.34945682, -2.50131532, -0.35748256,  1.18092584,  1.04074011,
        -0.48875152,  0.80859369, -1.03785135,  0.54035962, -1.84896898,
         1.35628877]]), array([-0.65490665,  0.48991861,  0.9323508 , -0.70153592, -1.19833808])]","[[2.0, 1.0, 3.0, 0.0, 2.0], [0.0, 2.0, 3.0, 2.0, 1.0], [0.0, 1.0, 2.0, 2.0, 3.0], [1.0, 2.0, 2.0, 4.0, 0.0], [0.0, 1.0, 2.0, 1.0, 4.0]]",2.029768229851782,0.8563649031350759,0.9530649087865524,2278.7414417266846
55,2.029768229851782,"[array([[-1.22888196,  1.83745179,  1.15256188, ...,  0.52455792,
        -0.92478508,  1.08653931],
       [ 2.0271542 , -1.83417314,  0.44993872, ..., -2.2165804 ,
        -0.67253358, -0.16706994],
       [ 1.10326184, -2.03235494,  0.75852046, ...,  2.64574729,
         1.43400151, -2.55058712],
       ...,
       [ 0.49596464, -0.56091519, -0.59849164, ..., -0.2757511 ,
        -1.03844736,  0.92860271],
       [-1.05768654, -2.32640969, -0.42412055, ...,  0.25171605,
         1.13376597,  1.6729916 ],
       [-0.08224285,  0.32287211, -1.62012968, ...,  1.10260954,
        -0.19115197, -0.61805178]]), array([ 1.96332498, -0.06401918,  0.37424837,  0.81690243, -0.73713065,
        0.44051648,  0.62226842, -0.85546805,  0.24772403, -0.80938612,
       -0.53310513,  0.09356101, -0.65453531, -0.78927044, -1.67890525,
        1.45308311]), array([[-1.87233988,  1.09697184,  0.9564625 , -2.12268038,  0.75606051,
         0.78543052,  0.36474866, -1.25830713, -0.62883325,  1.12682689,
        -1.99485877,  2.23833776,  1.7699463 , -0.13850797, -0.92943531,
         0.96952957],
       [ 0.3671192 , -0.13581098,  1.3138198 ,  0.7598316 ,  1.52035816,
         1.2074905 ,  2.41603159,  0.69747353, -0.37653869, -0.51272115,
         1.15207589,  1.0277243 , -0.43689834, -1.11654218,  1.15794514,
         0.71311133],
       [ 3.83297778, -0.12152033, -1.26307794,  0.78098083, -2.08925007,
         0.75152364,  1.16423158,  0.11072247,  0.04360262, -0.65493546,
         0.5029307 ,  0.81388643,  0.55053885,  1.7225203 ,  0.1177037 ,
        -0.9863222 ],
       [ 0.09796381, -0.23280473, -0.26792485, -0.26588261, -2.38189966,
         0.09232605, -2.1740119 ,  0.87280753, -0.02844562,  0.80084687,
        -1.8059925 ,  0.87224139, -0.49424467, -2.17102538,  0.21362634,
        -0.3075608 ],
       [-0.73620078,  1.52617908, -0.5320424 ,  0.16823993, -0.59755862,
         0.34945682, -2.50131532, -0.35748256,  1.18092584,  1.04074011,
        -0.48875152,  0.80859369, -1.03785135,  0.54035962, -1.84896898,
         1.35628877]]), array([-0.65490665,  0.48991861,  0.9323508 , -0.70153592, -1.19833808])]","[[2.0, 1.0, 3.0, 0.0, 2.0], [0.0, 2.0, 3.0, 2.0, 1.0], [0.0, 1.0, 2.0, 2.0, 3.0], [1.0, 2.0, 2.0, 4.0, 0.0], [0.0, 1.0, 2.0, 1.0, 4.0]]",2.029768229851782,0.6868319611135842,0.9680719690850627,2278.7414417266846
56,2.029768229851782,"[array([[-1.22888196,  1.83745179,  1.15256188, ...,  0.52455792,
        -0.92478508,  1.08653931],
       [ 2.0271542 , -1.83417314,  0.44993872, ..., -2.2165804 ,
        -0.67253358, -0.16706994],
       [ 1.10326184, -2.03235494,  0.75852046, ...,  2.64574729,
         1.43400151, -2.55058712],
       ...,
       [ 0.49596464, -0.56091519, -0.59849164, ..., -0.2757511 ,
        -1.03844736,  0.92860271],
       [-1.05768654, -2.32640969, -0.42412055, ...,  0.25171605,
         1.13376597,  1.6729916 ],
       [-0.08224285,  0.32287211, -1.62012968, ...,  1.10260954,
        -0.19115197, -0.61805178]]), array([ 1.96332498, -0.06401918,  0.37424837,  0.81690243, -0.73713065,
        0.44051648,  0.62226842, -0.85546805,  0.24772403, -0.80938612,
       -0.53310513,  0.09356101, -0.65453531, -0.78927044, -1.67890525,
        1.45308311]), array([[-1.87233988,  1.09697184,  0.9564625 , -2.12268038,  0.75606051,
         0.78543052,  0.36474866, -1.25830713, -0.62883325,  1.12682689,
        -1.99485877,  2.23833776,  1.7699463 , -0.13850797, -0.92943531,
         0.96952957],
       [ 0.3671192 , -0.13581098,  1.3138198 ,  0.7598316 ,  1.52035816,
         1.2074905 ,  2.41603159,  0.69747353, -0.37653869, -0.51272115,
         1.15207589,  1.0277243 , -0.43689834, -1.11654218,  1.15794514,
         0.71311133],
       [ 3.83297778, -0.12152033, -1.26307794,  0.78098083, -2.08925007,
         0.75152364,  1.16423158,  0.11072247,  0.04360262, -0.65493546,
         0.5029307 ,  0.81388643,  0.55053885,  1.7225203 ,  0.1177037 ,
        -0.9863222 ],
       [ 0.09796381, -0.23280473, -0.26792485, -0.26588261, -2.38189966,
         0.09232605, -2.1740119 ,  0.87280753, -0.02844562,  0.80084687,
        -1.8059925 ,  0.87224139, -0.49424467, -2.17102538,  0.21362634,
        -0.3075608 ],
       [-0.73620078,  1.52617908, -0.5320424 ,  0.16823993, -0.59755862,
         0.34945682, -2.50131532, -0.35748256,  1.18092584,  1.04074011,
        -0.48875152,  0.80859369, -1.03785135,  0.54035962, -1.84896898,
         1.35628877]]), array([-0.65490665,  0.48991861,  0.9323508 , -0.70153592, -1.19833808])]","[[2.0, 1.0, 3.0, 0.0, 2.0], [0.0, 2.0, 3.0, 2.0, 1.0], [0.0, 1.0, 2.0, 2.0, 3.0], [1.0, 2.0, 2.0, 4.0, 0.0], [0.0, 1.0, 2.0, 1.0, 4.0]]",2.029768229851782,0.7889114317526881,0.9519657353160934,2278.7414417266846
57,2.029768229851782,"[array([[-1.22888196,  1.83745179,  1.15256188, ...,  0.52455792,
        -0.92478508,  1.08653931],
       [ 2.0271542 , -1.83417314,  0.44993872, ..., -2.2165804 ,
        -0.67253358, -0.16706994],
       [ 1.10326184, -2.03235494,  0.75852046, ...,  2.64574729,
         1.43400151, -2.55058712],
       ...,
       [ 0.49596464, -0.56091519, -0.59849164, ..., -0.2757511 ,
        -1.03844736,  0.92860271],
       [-1.05768654, -2.32640969, -0.42412055, ...,  0.25171605,
         1.13376597,  1.6729916 ],
       [-0.08224285,  0.32287211, -1.62012968, ...,  1.10260954,
        -0.19115197, -0.61805178]]), array([ 1.96332498, -0.06401918,  0.37424837,  0.81690243, -0.73713065,
        0.44051648,  0.62226842, -0.85546805,  0.24772403, -0.80938612,
       -0.53310513,  0.09356101, -0.65453531, -0.78927044, -1.67890525,
        1.45308311]), array([[-1.87233988,  1.09697184,  0.9564625 , -2.12268038,  0.75606051,
         0.78543052,  0.36474866, -1.25830713, -0.62883325,  1.12682689,
        -1.99485877,  2.23833776,  1.7699463 , -0.13850797, -0.92943531,
         0.96952957],
       [ 0.3671192 , -0.13581098,  1.3138198 ,  0.7598316 ,  1.52035816,
         1.2074905 ,  2.41603159,  0.69747353, -0.37653869, -0.51272115,
         1.15207589,  1.0277243 , -0.43689834, -1.11654218,  1.15794514,
         0.71311133],
       [ 3.83297778, -0.12152033, -1.26307794,  0.78098083, -2.08925007,
         0.75152364,  1.16423158,  0.11072247,  0.04360262, -0.65493546,
         0.5029307 ,  0.81388643,  0.55053885,  1.7225203 ,  0.1177037 ,
        -0.9863222 ],
       [ 0.09796381, -0.23280473, -0.26792485, -0.26588261, -2.38189966,
         0.09232605, -2.1740119 ,  0.87280753, -0.02844562,  0.80084687,
        -1.8059925 ,  0.87224139, -0.49424467, -2.17102538,  0.21362634,
        -0.3075608 ],
       [-0.73620078,  1.52617908, -0.5320424 ,  0.16823993, -0.59755862,
         0.34945682, -2.50131532, -0.35748256,  1.18092584,  1.04074011,
        -0.48875152,  0.80859369, -1.03785135,  0.54035962, -1.84896898,
         1.35628877]]), array([-0.65490665,  0.48991861,  0.9323508 , -0.70153592, -1.19833808])]","[[2.0, 1.0, 3.0, 0.0, 2.0], [0.0, 2.0, 3.0, 2.0, 1.0], [0.0, 1.0, 2.0, 2.0, 3.0], [1.0, 2.0, 2.0, 4.0, 0.0], [0.0, 1.0, 2.0, 1.0, 4.0]]",2.029768229851782,0.8034020549607401,0.9453226079325152,2278.7414417266846
58,2.029768229851782,"[array([[-1.22888196,  1.83745179,  1.15256188, ...,  0.52455792,
        -0.92478508,  1.08653931],
       [ 2.0271542 , -1.83417314,  0.44993872, ..., -2.2165804 ,
        -0.67253358, -0.16706994],
       [ 1.10326184, -2.03235494,  0.75852046, ...,  2.64574729,
         1.43400151, -2.55058712],
       ...,
       [ 0.49596464, -0.56091519, -0.59849164, ..., -0.2757511 ,
        -1.03844736,  0.92860271],
       [-1.05768654, -2.32640969, -0.42412055, ...,  0.25171605,
         1.13376597,  1.6729916 ],
       [-0.08224285,  0.32287211, -1.62012968, ...,  1.10260954,
        -0.19115197, -0.61805178]]), array([ 1.96332498, -0.06401918,  0.37424837,  0.81690243, -0.73713065,
        0.44051648,  0.62226842, -0.85546805,  0.24772403, -0.80938612,
       -0.53310513,  0.09356101, -0.65453531, -0.78927044, -1.67890525,
        1.45308311]), array([[-1.87233988,  1.09697184,  0.9564625 , -2.12268038,  0.75606051,
         0.78543052,  0.36474866, -1.25830713, -0.62883325,  1.12682689,
        -1.99485877,  2.23833776,  1.7699463 , -0.13850797, -0.92943531,
         0.96952957],
       [ 0.3671192 , -0.13581098,  1.3138198 ,  0.7598316 ,  1.52035816,
         1.2074905 ,  2.41603159,  0.69747353, -0.37653869, -0.51272115,
         1.15207589,  1.0277243 , -0.43689834, -1.11654218,  1.15794514,
         0.71311133],
       [ 3.83297778, -0.12152033, -1.26307794,  0.78098083, -2.08925007,
         0.75152364,  1.16423158,  0.11072247,  0.04360262, -0.65493546,
         0.5029307 ,  0.81388643,  0.55053885,  1.7225203 ,  0.1177037 ,
        -0.9863222 ],
       [ 0.09796381, -0.23280473, -0.26792485, -0.26588261, -2.38189966,
         0.09232605, -2.1740119 ,  0.87280753, -0.02844562,  0.80084687,
        -1.8059925 ,  0.87224139, -0.49424467, -2.17102538,  0.21362634,
        -0.3075608 ],
       [-0.73620078,  1.52617908, -0.5320424 ,  0.16823993, -0.59755862,
         0.34945682, -2.50131532, -0.35748256,  1.18092584,  1.04074011,
        -0.48875152,  0.80859369, -1.03785135,  0.54035962, -1.84896898,
         1.35628877]]), array([-0.65490665,  0.48991861,  0.9323508 , -0.70153592, -1.19833808])]","[[2.0, 1.0, 3.0, 0.0, 2.0], [0.0, 2.0, 3.0, 2.0, 1.0], [0.0, 1.0, 2.0, 2.0, 3.0], [1.0, 2.0, 2.0, 4.0, 0.0], [0.0, 1.0, 2.0, 1.0, 4.0]]",2.029768229851782,0.9720777835800849,0.9548708693162713,2278.7414417266846
59,2.029768229851782,"[array([[-1.22888196,  1.83745179,  1.15256188, ...,  0.52455792,
        -0.92478508,  1.08653931],
       [ 2.0271542 , -1.83417314,  0.44993872, ..., -2.2165804 ,
        -0.67253358, -0.16706994],
       [ 1.10326184, -2.03235494,  0.75852046, ...,  2.64574729,
         1.43400151, -2.55058712],
       ...,
       [ 0.49596464, -0.56091519, -0.59849164, ..., -0.2757511 ,
        -1.03844736,  0.92860271],
       [-1.05768654, -2.32640969, -0.42412055, ...,  0.25171605,
         1.13376597,  1.6729916 ],
       [-0.08224285,  0.32287211, -1.62012968, ...,  1.10260954,
        -0.19115197, -0.61805178]]), array([ 1.96332498, -0.06401918,  0.37424837,  0.81690243, -0.73713065,
        0.44051648,  0.62226842, -0.85546805,  0.24772403, -0.80938612,
       -0.53310513,  0.09356101, -0.65453531, -0.78927044, -1.67890525,
        1.45308311]), array([[-1.87233988,  1.09697184,  0.9564625 , -2.12268038,  0.75606051,
         0.78543052,  0.36474866, -1.25830713, -0.62883325,  1.12682689,
        -1.99485877,  2.23833776,  1.7699463 , -0.13850797, -0.92943531,
         0.96952957],
       [ 0.3671192 , -0.13581098,  1.3138198 ,  0.7598316 ,  1.52035816,
         1.2074905 ,  2.41603159,  0.69747353, -0.37653869, -0.51272115,
         1.15207589,  1.0277243 , -0.43689834, -1.11654218,  1.15794514,
         0.71311133],
       [ 3.83297778, -0.12152033, -1.26307794,  0.78098083, -2.08925007,
         0.75152364,  1.16423158,  0.11072247,  0.04360262, -0.65493546,
         0.5029307 ,  0.81388643,  0.55053885,  1.7225203 ,  0.1177037 ,
        -0.9863222 ],
       [ 0.09796381, -0.23280473, -0.26792485, -0.26588261, -2.38189966,
         0.09232605, -2.1740119 ,  0.87280753, -0.02844562,  0.80084687,
        -1.8059925 ,  0.87224139, -0.49424467, -2.17102538,  0.21362634,
        -0.3075608 ],
       [-0.73620078,  1.52617908, -0.5320424 ,  0.16823993, -0.59755862,
         0.34945682, -2.50131532, -0.35748256,  1.18092584,  1.04074011,
        -0.48875152,  0.80859369, -1.03785135,  0.54035962, -1.84896898,
         1.35628877]]), array([-0.65490665,  0.48991861,  0.9323508 , -0.70153592, -1.19833808])]","[[2.0, 1.0, 3.0, 0.0, 2.0], [0.0, 2.0, 3.0, 2.0, 1.0], [0.0, 1.0, 2.0, 2.0, 3.0], [1.0, 2.0, 2.0, 4.0, 0.0], [0.0, 1.0, 2.0, 1.0, 4.0]]",2.029768229851782,0.8377564825389203,0.942833044052244,2278.7414417266846
60,2.029768229851782,"[array([[-1.22888196,  1.83745179,  1.15256188, ...,  0.52455792,
        -0.92478508,  1.08653931],
       [ 2.0271542 , -1.83417314,  0.44993872, ..., -2.2165804 ,
        -0.67253358, -0.16706994],
       [ 1.10326184, -2.03235494,  0.75852046, ...,  2.64574729,
         1.43400151, -2.55058712],
       ...,
       [ 0.49596464, -0.56091519, -0.59849164, ..., -0.2757511 ,
        -1.03844736,  0.92860271],
       [-1.05768654, -2.32640969, -0.42412055, ...,  0.25171605,
         1.13376597,  1.6729916 ],
       [-0.08224285,  0.32287211, -1.62012968, ...,  1.10260954,
        -0.19115197, -0.61805178]]), array([ 1.96332498, -0.06401918,  0.37424837,  0.81690243, -0.73713065,
        0.44051648,  0.62226842, -0.85546805,  0.24772403, -0.80938612,
       -0.53310513,  0.09356101, -0.65453531, -0.78927044, -1.67890525,
        1.45308311]), array([[-1.87233988,  1.09697184,  0.9564625 , -2.12268038,  0.75606051,
         0.78543052,  0.36474866, -1.25830713, -0.62883325,  1.12682689,
        -1.99485877,  2.23833776,  1.7699463 , -0.13850797, -0.92943531,
         0.96952957],
       [ 0.3671192 , -0.13581098,  1.3138198 ,  0.7598316 ,  1.52035816,
         1.2074905 ,  2.41603159,  0.69747353, -0.37653869, -0.51272115,
         1.15207589,  1.0277243 , -0.43689834, -1.11654218,  1.15794514,
         0.71311133],
       [ 3.83297778, -0.12152033, -1.26307794,  0.78098083, -2.08925007,
         0.75152364,  1.16423158,  0.11072247,  0.04360262, -0.65493546,
         0.5029307 ,  0.81388643,  0.55053885,  1.7225203 ,  0.1177037 ,
        -0.9863222 ],
       [ 0.09796381, -0.23280473, -0.26792485, -0.26588261, -2.38189966,
         0.09232605, -2.1740119 ,  0.87280753, -0.02844562,  0.80084687,
        -1.8059925 ,  0.87224139, -0.49424467, -2.17102538,  0.21362634,
        -0.3075608 ],
       [-0.73620078,  1.52617908, -0.5320424 ,  0.16823993, -0.59755862,
         0.34945682, -2.50131532, -0.35748256,  1.18092584,  1.04074011,
        -0.48875152,  0.80859369, -1.03785135,  0.54035962, -1.84896898,
         1.35628877]]), array([-0.65490665,  0.48991861,  0.9323508 , -0.70153592, -1.19833808])]","[[2.0, 1.0, 3.0, 0.0, 2.0], [0.0, 2.0, 3.0, 2.0, 1.0], [0.0, 1.0, 2.0, 2.0, 3.0], [1.0, 2.0, 2.0, 4.0, 0.0], [0.0, 1.0, 2.0, 1.0, 4.0]]",2.029768229851782,0.8645471336150198,0.9271639153241826,2278.7414417266846
61,2.029768229851782,"[array([[-1.22888196,  1.83745179,  1.15256188, ...,  0.52455792,
        -0.92478508,  1.08653931],
       [ 2.0271542 , -1.83417314,  0.44993872, ..., -2.2165804 ,
        -0.67253358, -0.16706994],
       [ 1.10326184, -2.03235494,  0.75852046, ...,  2.64574729,
         1.43400151, -2.55058712],
       ...,
       [ 0.49596464, -0.56091519, -0.59849164, ..., -0.2757511 ,
        -1.03844736,  0.92860271],
       [-1.05768654, -2.32640969, -0.42412055, ...,  0.25171605,
         1.13376597,  1.6729916 ],
       [-0.08224285,  0.32287211, -1.62012968, ...,  1.10260954,
        -0.19115197, -0.61805178]]), array([ 1.96332498, -0.06401918,  0.37424837,  0.81690243, -0.73713065,
        0.44051648,  0.62226842, -0.85546805,  0.24772403, -0.80938612,
       -0.53310513,  0.09356101, -0.65453531, -0.78927044, -1.67890525,
        1.45308311]), array([[-1.87233988,  1.09697184,  0.9564625 , -2.12268038,  0.75606051,
         0.78543052,  0.36474866, -1.25830713, -0.62883325,  1.12682689,
        -1.99485877,  2.23833776,  1.7699463 , -0.13850797, -0.92943531,
         0.96952957],
       [ 0.3671192 , -0.13581098,  1.3138198 ,  0.7598316 ,  1.52035816,
         1.2074905 ,  2.41603159,  0.69747353, -0.37653869, -0.51272115,
         1.15207589,  1.0277243 , -0.43689834, -1.11654218,  1.15794514,
         0.71311133],
       [ 3.83297778, -0.12152033, -1.26307794,  0.78098083, -2.08925007,
         0.75152364,  1.16423158,  0.11072247,  0.04360262, -0.65493546,
         0.5029307 ,  0.81388643,  0.55053885,  1.7225203 ,  0.1177037 ,
        -0.9863222 ],
       [ 0.09796381, -0.23280473, -0.26792485, -0.26588261, -2.38189966,
         0.09232605, -2.1740119 ,  0.87280753, -0.02844562,  0.80084687,
        -1.8059925 ,  0.87224139, -0.49424467, -2.17102538,  0.21362634,
        -0.3075608 ],
       [-0.73620078,  1.52617908, -0.5320424 ,  0.16823993, -0.59755862,
         0.34945682, -2.50131532, -0.35748256,  1.18092584,  1.04074011,
        -0.48875152,  0.80859369, -1.03785135,  0.54035962, -1.84896898,
         1.35628877]]), array([-0.65490665,  0.48991861,  0.9323508 , -0.70153592, -1.19833808])]","[[2.0, 1.0, 3.0, 0.0, 2.0], [0.0, 2.0, 3.0, 2.0, 1.0], [0.0, 1.0, 2.0, 2.0, 3.0], [1.0, 2.0, 2.0, 4.0, 0.0], [0.0, 1.0, 2.0, 1.0, 4.0]]",2.029768229851782,0.7282781051307593,0.9441139375405215,2278.7414417266846
62,2.029768229851782,"[array([[-1.22888196,  1.83745179,  1.15256188, ...,  0.52455792,
        -0.92478508,  1.08653931],
       [ 2.0271542 , -1.83417314,  0.44993872, ..., -2.2165804 ,
        -0.67253358, -0.16706994],
       [ 1.10326184, -2.03235494,  0.75852046, ...,  2.64574729,
         1.43400151, -2.55058712],
       ...,
       [ 0.49596464, -0.56091519, -0.59849164, ..., -0.2757511 ,
        -1.03844736,  0.92860271],
       [-1.05768654, -2.32640969, -0.42412055, ...,  0.25171605,
         1.13376597,  1.6729916 ],
       [-0.08224285,  0.32287211, -1.62012968, ...,  1.10260954,
        -0.19115197, -0.61805178]]), array([ 1.96332498, -0.06401918,  0.37424837,  0.81690243, -0.73713065,
        0.44051648,  0.62226842, -0.85546805,  0.24772403, -0.80938612,
       -0.53310513,  0.09356101, -0.65453531, -0.78927044, -1.67890525,
        1.45308311]), array([[-1.87233988,  1.09697184,  0.9564625 , -2.12268038,  0.75606051,
         0.78543052,  0.36474866, -1.25830713, -0.62883325,  1.12682689,
        -1.99485877,  2.23833776,  1.7699463 , -0.13850797, -0.92943531,
         0.96952957],
       [ 0.3671192 , -0.13581098,  1.3138198 ,  0.7598316 ,  1.52035816,
         1.2074905 ,  2.41603159,  0.69747353, -0.37653869, -0.51272115,
         1.15207589,  1.0277243 , -0.43689834, -1.11654218,  1.15794514,
         0.71311133],
       [ 3.83297778, -0.12152033, -1.26307794,  0.78098083, -2.08925007,
         0.75152364,  1.16423158,  0.11072247,  0.04360262, -0.65493546,
         0.5029307 ,  0.81388643,  0.55053885,  1.7225203 ,  0.1177037 ,
        -0.9863222 ],
       [ 0.09796381, -0.23280473, -0.26792485, -0.26588261, -2.38189966,
         0.09232605, -2.1740119 ,  0.87280753, -0.02844562,  0.80084687,
        -1.8059925 ,  0.87224139, -0.49424467, -2.17102538,  0.21362634,
        -0.3075608 ],
       [-0.73620078,  1.52617908, -0.5320424 ,  0.16823993, -0.59755862,
         0.34945682, -2.50131532, -0.35748256,  1.18092584,  1.04074011,
        -0.48875152,  0.80859369, -1.03785135,  0.54035962, -1.84896898,
         1.35628877]]), array([-0.65490665,  0.48991861,  0.9323508 , -0.70153592, -1.19833808])]","[[2.0, 1.0, 3.0, 0.0, 2.0], [0.0, 2.0, 3.0, 2.0, 1.0], [0.0, 1.0, 2.0, 2.0, 3.0], [1.0, 2.0, 2.0, 4.0, 0.0], [0.0, 1.0, 2.0, 1.0, 4.0]]",2.029768229851782,0.897193624628746,0.9490899870718701,2278.7414417266846
63,2.029768229851782,"[array([[-1.22888196,  1.83745179,  1.15256188, ...,  0.52455792,
        -0.92478508,  1.08653931],
       [ 2.0271542 , -1.83417314,  0.44993872, ..., -2.2165804 ,
        -0.67253358, -0.16706994],
       [ 1.10326184, -2.03235494,  0.75852046, ...,  2.64574729,
         1.43400151, -2.55058712],
       ...,
       [ 0.49596464, -0.56091519, -0.59849164, ..., -0.2757511 ,
        -1.03844736,  0.92860271],
       [-1.05768654, -2.32640969, -0.42412055, ...,  0.25171605,
         1.13376597,  1.6729916 ],
       [-0.08224285,  0.32287211, -1.62012968, ...,  1.10260954,
        -0.19115197, -0.61805178]]), array([ 1.96332498, -0.06401918,  0.37424837,  0.81690243, -0.73713065,
        0.44051648,  0.62226842, -0.85546805,  0.24772403, -0.80938612,
       -0.53310513,  0.09356101, -0.65453531, -0.78927044, -1.67890525,
        1.45308311]), array([[-1.87233988,  1.09697184,  0.9564625 , -2.12268038,  0.75606051,
         0.78543052,  0.36474866, -1.25830713, -0.62883325,  1.12682689,
        -1.99485877,  2.23833776,  1.7699463 , -0.13850797, -0.92943531,
         0.96952957],
       [ 0.3671192 , -0.13581098,  1.3138198 ,  0.7598316 ,  1.52035816,
         1.2074905 ,  2.41603159,  0.69747353, -0.37653869, -0.51272115,
         1.15207589,  1.0277243 , -0.43689834, -1.11654218,  1.15794514,
         0.71311133],
       [ 3.83297778, -0.12152033, -1.26307794,  0.78098083, -2.08925007,
         0.75152364,  1.16423158,  0.11072247,  0.04360262, -0.65493546,
         0.5029307 ,  0.81388643,  0.55053885,  1.7225203 ,  0.1177037 ,
        -0.9863222 ],
       [ 0.09796381, -0.23280473, -0.26792485, -0.26588261, -2.38189966,
         0.09232605, -2.1740119 ,  0.87280753, -0.02844562,  0.80084687,
        -1.8059925 ,  0.87224139, -0.49424467, -2.17102538,  0.21362634,
        -0.3075608 ],
       [-0.73620078,  1.52617908, -0.5320424 ,  0.16823993, -0.59755862,
         0.34945682, -2.50131532, -0.35748256,  1.18092584,  1.04074011,
        -0.48875152,  0.80859369, -1.03785135,  0.54035962, -1.84896898,
         1.35628877]]), array([-0.65490665,  0.48991861,  0.9323508 , -0.70153592, -1.19833808])]","[[2.0, 1.0, 3.0, 0.0, 2.0], [0.0, 2.0, 3.0, 2.0, 1.0], [0.0, 1.0, 2.0, 2.0, 3.0], [1.0, 2.0, 2.0, 4.0, 0.0], [0.0, 1.0, 2.0, 1.0, 4.0]]",2.029768229851782,0.7641721556260983,0.9286809042439398,2278.7414417266846
